X00,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,Target
28.23,64.84,6.799,5.724,0.043,1130.0,-0.39,0.0,-0.1,66.0,98.0,33.283,32.392
28.3,64.89,7.655,5.177,0.031,2455.0,0.45,0.0,-0.1,54.6,81.0,31.715,32.339
28.25,64.8,7.27,5.8,0.121,853.0,-0.35,0.0,-0.1,67.6,98.0,23.256,32.422
28.19,64.53,6.778,5.271,0.021,1069.0,0.19,0.0,0.3,63.4,98.0,20.971,32.327
28.24,65.09,6.53,5.302,0.116,1962.0,-0.39,0.0,0.3,42.4,98.0,29.547,32.394
28.34,64.48,6.699,5.407,0.014,1255.0,-0.07,0.0,0.0,45.4,81.0,29.078,32.495
28.25,64.69,6.896,5.625,0.074,814.0,0.0,0.0,0.4,10.0,81.0,33.555,32.491
28.23,65.04,5.961,5.297,0.014,997.0,0.47,0.0,0.0,40.0,81.0,27.403,32.226
28.27,64.81,6.857,5.492,0.054,941.0,-0.4,0.0,-0.1,10.0,98.0,30.954,32.49
28.21,64.85,8.591,5.633,0.047,2712.0,-0.43,0.0,-0.1,21.6,81.0,38.031,32.326
28.26,64.91,6.021,5.053,0.084,861.0,0.0,0.0,-0.2,10.0,81.0,26.063,32.367
28.23,64.66,5.62,5.322,0.045,1147.0,0.19,0.0,0.4,68.8,81.0,28.475,32.392
28.23,64.83,7.655,5.269,0.053,2499.0,-0.48,0.0,-0.4,13.6,98.0,31.851,32.356
28.23,64.9,8.509,5.568,0.016,2513.0,-0.4,0.0,0.2,10.0,98.0,25.557,32.314
28.23,64.93,7.396,5.294,0.022,1969.0,-0.3,0.0,-0.1,40.4,98.0,29.547,32.37
28.21,65.06,7.018,5.835,0.102,1475.0,-0.4,0.0,-0.2,10.0,81.0,23.187,32.319
28.19,64.52,6.696,5.336,0.058,1322.0,-0.08,0.0,-0.1,48.4,81.0,29.145,32.223
28.28,64.82,6.825,5.322,0.145,1008.0,0.2,0.0,-0.1,10.0,81.0,271.86,32.315
28.24,64.92,7.572,5.204,0.114,653.0,-0.3,0.0,-0.1,20.8,-81.36,25.929,32.372
28.21,64.68,6.247,5.473,0.145,1348.0,-0.4,0.0,0.4,40.2,81.0,37.922,32.405
28.21,64.73,8.107,5.346,0.027,426.0,0.13,0.0,0.4,61.8,81.0,29.182,32.295
28.35,64.94,5.791,4.788,0.078,1716.0,0.15,0.0,-0.1,16.2,-81.36,26.063,32.511
28.24,64.59,8.434,5.452,0.079,810.0,0.22,0.0,0.1,41.4,98.0,39.664,32.407
28.3,64.84,8.182,5.557,-0.029,1875.0,-0.19,0.0,-0.2,59.2,-81.36,25.693,32.324
28.18,64.81,7.401,5.202,0.063,461.0,-0.4,0.0,-0.1,32.0,98.0,24.735,32.428
28.25,64.68,5.609,5.409,0.111,665.0,-0.04,0.0,-0.1,11.6,98.0,28.81,32.448
28.23,64.68,6.652,5.686,0.007,985.0,0.11,0.0,0.2,10.0,81.0,33.487,32.37
28.29,64.96,8.735,5.269,0.064,585.0,-0.11,0.0,-0.2,53.6,-22.36,27.604,32.381
28.29,64.95,7.074,5.256,0.098,948.0,0.0,0.0,0.2,10.0,81.0,23.718,32.384
28.28,65.04,6.924,5.612,0.131,1584.0,-0.36,0.0,0.0,33.2,-81.36,23.187,32.506
28.24,64.64,7.215,5.515,0.022,1293.0,-0.44,0.0,0.0,51.2,81.0,37.922,32.51
28.22,64.96,8.28,5.538,-0.133,2269.0,-0.39,0.0,-0.2,65.4,81.0,37.827,32.297
28.2,64.99,5.71,5.592,0.004,736.0,-0.4,0.0,-0.1,68.2,98.0,27.537,32.416
28.22,65.02,8.037,5.018,0.065,2105.0,-0.4,0.0,-0.1,10.0,81.0,24.262,32.386
28.25,64.54,7.303,5.448,0.11,1920.0,-0.4,0.0,0.3,11.4,98.0,39.597,32.568
28.19,64.51,6.77,5.387,0.059,1366.0,-0.48,0.0,-0.1,48.4,81.0,29.145,32.29
28.32,65.1,6.133,5.448,0.144,643.0,-0.15,0.0,-0.1,39.4,-81.36,30.887,32.405
28.36,64.87,7.271,4.989,0.053,715.0,-0.35,0.0,0.1,41.6,81.0,26.063,32.378
28.23,64.94,5.84,5.448,0.116,342.0,-0.35,0.0,-0.1,49.4,98.0,26.13,32.408
28.26,64.82,7.382,5.599,0.044,1217.0,0.41,0.0,0.1,10.0,-81.36,35.108,32.295
28.23,64.86,8.032,5.277,0.059,428.0,-0.39,0.0,0.1,10.0,81.0,271.86,32.45
28.31,64.8,8.185,5.394,0.099,376.0,0.17,0.0,0.0,67.2,81.0,28.977,32.317
28.26,64.78,7.104,5.621,0.073,815.0,0.16,0.0,0.3,53.6,81.0,276.0,32.346
28.18,64.89,6.987,5.417,0.018,1213.0,-0.4,0.0,0.0,53.0,81.0,37.855,32.299
28.26,64.91,6.76,5.503,0.083,921.0,-0.11,0.0,-0.2,17.6,81.0,23.256,32.318
28.21,65.0,6.881,4.754,0.091,1098.0,-0.4,0.0,0.3,49.6,81.0,30.887,32.328
28.28,64.94,5.871,5.02,0.084,1858.0,0.16,0.0,0.1,21.6,81.0,25.862,32.421
28.24,64.82,7.232,5.207,0.009,1655.0,0.49,0.0,-0.2,44.2,81.0,29.748,32.288
28.26,64.86,6.888,5.523,0.064,793.0,0.13,0.0,0.4,34.4,81.0,30.82,32.311
28.13,64.72,5.934,5.648,0.057,2565.0,0.16,0.0,-0.2,65.8,81.0,35.376,32.181
28.13,64.91,7.53,5.267,0.07,1330.0,-0.39,0.0,-0.1,10.0,81.0,29.48,32.262
28.26,65.1,7.16,5.635,0.067,694.0,-0.44,0.0,0.4,38.4,81.0,27.537,32.444
28.17,64.83,8.076,5.375,0.078,1378.0,0.49,0.0,0.1,43.6,98.0,26.465,32.359
28.23,65.09,6.573,5.519,-0.011,531.0,0.16,0.0,0.0,46.8,81.0,27.604,32.368
28.2,65.04,8.129,5.371,0.107,851.0,-0.19,0.0,-0.1,69.0,81.0,24.33,32.301
28.23,64.92,6.557,5.261,0.041,1351.0,0.17,0.0,-0.3,69.2,-81.36,24.053,32.425
28.3,64.69,7.891,5.63,-0.007,244.0,-0.35,0.0,-0.3,23.6,98.0,39.061,32.568
28.25,64.99,6.882,5.668,0.031,1424.0,-0.44,0.0,0.5,45.6,81.0,23.05,32.352
28.28,64.69,7.842,5.32,0.067,2058.0,0.15,0.0,0.0,15.8,98.0,29.182,32.363
28.25,65.17,6.44,5.318,0.097,1449.0,-0.4,0.0,-0.2,10.0,98.0,29.413,32.538
28.26,64.88,5.978,5.034,0.082,464.0,0.45,0.0,0.0,69.2,81.0,26.264,32.301
28.23,64.51,6.649,5.087,0.109,2167.0,-0.35,0.0,-0.2,19.6,98.0,25.125,32.4
28.17,64.96,7.855,5.532,0.087,1336.0,-0.39,0.0,0.1,52.2,81.0,26.465,32.288
28.28,64.8,6.834,5.041,0.131,910.0,-0.35,0.0,0.0,46.6,98.0,26.13,32.479
28.24,64.92,7.616,5.171,0.098,600.0,-0.15,0.0,0.2,10.0,81.0,23.986,32.28
28.22,64.9,8.321,5.604,-0.019,1883.0,-0.48,0.0,0.0,10.0,98.0,37.895,32.509
28.25,64.44,7.014,5.295,0.082,2396.0,-0.4,0.0,0.0,15.8,-81.36,24.857,32.394
28.25,64.87,7.905,5.55,0.021,2953.0,-0.11,0.0,0.0,24.0,81.0,25.625,32.197
28.21,64.87,7.288,5.757,0.029,832.0,-0.4,0.0,-0.1,36.6,81.0,33.215,32.26
28.27,64.81,7.328,5.28,0.049,812.0,-0.35,0.0,0.4,50.4,-81.36,20.703,32.363
28.31,64.88,6.524,5.356,-0.042,1902.0,-0.19,0.0,-0.1,52.8,81.0,28.955,32.379
28.28,64.73,7.322,5.281,0.119,202.0,0.0,0.0,-0.1,57.6,-81.36,274.62,32.324
28.23,64.48,6.816,5.186,0.077,2265.0,0.0,0.0,0.4,54.0,98.0,25.192,32.448
28.24,64.52,6.878,5.523,0.008,1620.0,-0.35,0.0,0.1,56.2,98.0,39.664,32.443
28.29,64.61,6.21,5.312,-0.009,2417.0,-0.35,0.0,-0.3,27.2,98.0,24.656,32.384
28.16,64.48,7.037,5.243,0.014,1965.0,-0.09,0.0,-0.1,10.0,98.0,21.105,32.385
28.18,64.76,7.003,5.341,0.13,2447.0,-0.04,0.0,-0.1,45.4,98.0,30.217,32.353
28.22,64.8,7.952,5.503,0.015,2122.0,0.19,0.0,-0.1,67.0,81.0,26.532,32.391
28.25,65.1,7.755,5.594,0.052,835.0,-0.11,0.0,-0.1,30.0,81.0,27.47,32.302
28.21,64.52,7.303,5.491,0.097,1414.0,-0.43,0.0,-0.1,61.4,81.0,39.731,32.29
28.25,64.6,5.944,5.116,0.071,2554.0,-0.43,0.0,0.1,23.2,-81.36,24.656,32.46
28.27,64.77,6.195,5.137,0.134,2638.0,-0.15,0.0,-0.1,34.0,81.0,24.589,32.392
28.15,65.08,7.265,5.37,0.047,979.0,-0.19,0.0,0.1,53.6,81.0,38.056,32.286
28.23,65.02,7.895,5.607,0.107,2535.0,-0.48,0.0,0.2,43.4,81.0,26.331,32.257
28.21,64.88,6.869,5.235,0.056,2077.0,-0.48,0.0,0.2,36.0,81.0,24.397,32.379
28.25,64.86,5.805,5.215,0.015,617.0,-0.4,0.0,0.0,20.6,81.0,26.197,32.235
28.19,64.94,7.638,5.238,0.066,2282.0,-0.48,0.0,-0.1,61.8,98.0,29.48,32.323
28.3,64.71,7.603,5.518,0.008,933.0,-0.36,0.0,-0.2,34.0,81.0,39.195,32.32
28.21,64.9,7.837,5.485,0.022,1304.0,-0.48,0.0,-0.1,28.6,81.0,26.398,32.414
28.28,64.67,6.946,5.266,0.071,1690.0,-0.4,0.0,0.0,34.8,-81.36,30.15,32.536
28.22,64.91,7.462,5.286,0.102,2188.0,0.0,0.0,-0.2,24.0,81.0,30.016,32.354
28.22,64.98,8.095,5.238,0.024,765.0,-0.15,0.0,-0.1,61.0,98.0,27.47,32.375
28.34,64.87,7.388,5.653,0.043,888.0,-0.19,0.0,-0.1,55.4,81.0,35.041,32.443
28.27,64.89,5.943,5.2,0.1,2141.0,-0.43,0.0,-0.1,26.0,98.0,26.197,32.456
28.2,64.91,8.405,5.572,0.044,1612.0,-0.19,0.0,-0.1,22.6,81.0,37.895,32.338
28.3,64.93,7.655,5.323,0.053,1276.0,-0.4,0.0,-0.2,28.8,98.0,38.994,32.402
28.11,64.9,8.284,5.339,0.095,762.0,0.49,0.0,0.1,13.2,81.0,26.532,32.174
28.3,64.91,7.745,5.176,0.134,2082.0,-0.35,0.0,-0.2,10.0,-22.36,31.851,32.375
28.27,64.81,7.261,5.276,0.077,2321.0,-0.44,0.0,0.4,64.8,-81.36,31.579,32.335
28.24,64.82,6.854,5.465,0.07,882.0,-0.44,0.0,0.0,47.2,81.0,31.021,32.316
28.32,64.86,6.439,5.293,0.078,639.0,-0.3,0.0,-0.1,44.8,98.0,273.24,32.43
28.22,65.05,7.108,5.397,0.081,762.0,-0.4,0.0,-0.1,10.0,81.0,37.855,32.443
28.27,65.08,6.916,5.273,0.054,810.0,0.49,0.0,-0.2,44.2,81.0,29.279,32.305
28.25,64.67,7.106,5.408,0.004,933.0,0.16,0.0,-0.2,55.2,98.0,274.62,32.404
28.29,64.49,6.746,5.397,0.08,1388.0,-0.15,0.0,-0.1,32.0,98.0,29.078,32.519
28.22,64.97,7.412,5.287,0.034,788.0,0.19,0.0,0.1,63.4,81.0,20.435,32.369
28.2,64.95,7.458,5.249,-0.02,669.0,0.0,0.0,-0.2,58.4,81.0,23.986,32.341
28.24,64.58,6.942,5.318,0.097,1161.0,-0.11,0.0,-0.1,34.4,81.0,21.105,32.327
28.16,64.86,7.517,5.486,-0.038,1148.0,0.15,0.0,-0.1,63.2,98.0,24.187,32.362
28.29,64.67,7.412,5.272,0.081,1175.0,-0.35,0.0,0.0,34.6,81.0,29.114,32.463
28.3,65.11,6.455,5.205,0.155,1437.0,-0.15,0.0,0.1,39.8,98.0,29.547,32.527
28.2,64.79,7.213,5.23,0.04,766.0,-0.4,0.0,0.0,22.0,-81.36,20.77,32.511
28.19,65.11,6.56,5.358,0.004,1709.0,0.19,0.0,0.4,62.8,81.0,29.614,32.268
28.22,65.09,6.985,5.242,-0.017,990.0,-0.3,0.0,-0.2,65.6,98.0,29.413,32.338
28.27,64.58,7.11,5.262,0.024,1790.0,0.41,0.0,-0.3,40.8,81.0,20.904,32.518
28.26,64.74,7.594,5.301,0.004,1242.0,-0.35,0.0,0.4,10.0,81.0,29.114,32.388
28.26,64.96,7.482,5.435,0.072,1023.0,-0.48,0.0,-0.3,10.0,98.0,37.895,32.358
28.24,64.86,7.47,5.006,0.054,498.0,0.03,0.0,-0.1,21.0,81.0,26.264,32.206
28.19,64.79,7.175,5.246,0.067,1518.0,-0.4,0.0,0.4,49.0,81.0,29.748,32.355
28.14,64.54,6.824,5.358,0.086,1254.0,0.2,0.0,0.1,30.2,81.0,28.877,32.22
28.17,65.04,6.932,5.272,0.053,1492.0,0.2,0.0,-0.2,63.8,98.0,29.681,32.289
28.24,64.79,8.521,5.323,0.119,2476.0,-0.11,0.0,0.0,13.8,81.0,25.625,32.211
28.29,64.6,8.477,5.512,0.105,1344.0,-0.36,0.0,-0.3,52.2,81.0,39.597,32.462
28.3,64.87,7.972,5.381,-0.011,316.0,0.2,0.0,-0.1,56.4,81.0,38.927,32.445
28.19,65.1,6.847,5.576,0.014,1058.0,-0.15,0.0,-0.1,32.8,81.0,37.52,32.352
28.23,64.78,7.21,5.328,0.135,2927.0,-0.3,0.0,-0.1,35.0,98.0,274.62,32.309
28.33,64.77,6.449,5.223,0.099,1807.0,-0.44,0.0,-0.1,30.0,81.0,31.851,32.501
28.2,64.78,7.858,5.516,0.088,2153.0,0.19,0.0,0.2,65.2,81.0,26.465,32.319
28.26,64.86,7.177,5.363,-0.005,553.0,0.2,0.0,-0.1,10.0,81.0,273.93,32.343
28.29,65.07,6.419,5.394,0.08,1148.0,-0.44,0.0,-0.3,68.0,81.0,31.088,32.415
28.09,64.92,7.951,5.465,0.026,2788.0,0.17,0.0,-0.1,10.0,81.0,26.532,32.168
28.14,65.09,7.27,5.469,0.08,1378.0,-0.11,0.0,-0.2,10.0,-81.36,37.989,32.243
28.3,64.81,7.743,5.491,0.019,1093.0,0.16,0.0,-0.1,53.4,81.0,26.398,32.371
28.24,64.98,7.822,5.398,0.044,412.0,-0.48,0.0,0.0,28.6,81.0,38.793,32.338
28.2,65.02,8.252,5.483,0.112,1131.0,0.15,0.0,0.0,61.8,98.0,24.33,32.389
28.18,65.05,8.132,5.459,0.105,907.0,-0.48,0.0,-0.1,68.4,81.0,24.33,32.308
28.24,64.81,6.028,5.04,0.085,545.0,0.45,0.0,-0.1,37.0,81.0,26.264,32.264
28.32,64.88,8.312,5.528,0.101,2347.0,0.0,0.0,0.1,18.4,98.0,25.489,32.414
28.17,64.88,7.913,5.523,-0.001,1689.0,0.19,0.0,-0.2,26.6,-81.36,26.465,32.387
28.17,65.08,5.933,5.285,0.072,778.0,-0.48,0.0,0.0,38.2,81.0,27.202,32.387
28.26,65.06,6.681,5.277,-0.002,1437.0,0.2,0.0,-0.3,11.6,-81.36,29.614,32.374
28.31,64.74,8.277,5.419,0.133,673.0,-0.15,0.0,0.0,50.8,-81.36,28.977,32.444
28.29,64.77,7.523,5.716,0.122,322.0,-0.04,0.0,-0.3,18.4,98.0,33.419,32.589
28.3,64.79,8.236,5.597,-0.036,1629.0,-0.43,0.0,0.4,30.0,81.0,25.625,32.313
28.35,64.89,7.613,5.491,-0.049,374.0,0.45,0.0,0.1,34.0,98.0,38.793,32.621
28.27,64.69,7.217,5.158,0.088,2267.0,0.19,0.0,-0.1,60.0,-81.36,24.79,32.48
28.17,64.87,7.485,5.212,0.031,948.0,0.17,0.0,0.1,28.8,81.0,24.053,32.311
28.27,64.58,7.064,5.352,0.096,908.0,-0.44,0.0,-0.1,61.6,81.0,21.038,32.371
28.14,64.84,7.47,5.494,0.021,921.0,-0.44,0.0,-0.1,23.6,98.0,26.532,32.303
28.21,65.06,6.948,5.259,0.038,551.0,-0.3,0.0,-0.1,68.0,81.0,29.346,32.426
28.27,64.81,7.571,5.684,0.044,544.0,-0.35,0.0,0.4,58.2,81.0,33.215,32.441
28.21,65.04,7.939,5.524,0.021,496.0,-0.35,0.0,0.1,34.8,81.0,30.954,32.255
28.21,64.94,6.189,5.424,0.114,741.0,0.2,0.0,0.4,33.0,81.0,37.788,32.489
28.28,64.88,6.66,5.613,-0.023,764.0,-0.19,0.0,-0.2,62.6,-81.36,25.761,32.307
28.27,64.77,6.37,5.365,0.041,1223.0,-0.19,0.0,0.0,51.0,98.0,29.614,32.534
28.23,64.94,8.202,5.845,0.015,2515.0,-0.43,0.0,-0.3,36.6,81.0,24.262,32.474
28.18,64.95,8.854,4.967,0.024,482.0,-0.36,0.0,0.2,10.0,-81.36,25.996,32.259
28.32,65.18,8.171,5.403,0.015,303.0,-0.3,0.0,-0.2,10.0,81.0,34.706,32.371
28.24,64.65,6.002,5.153,0.051,2941.0,-0.35,0.0,-0.1,25.8,98.0,24.455,32.438
28.31,64.8,7.796,5.396,0.048,640.0,0.41,0.0,-0.1,12.0,-81.36,26.465,32.514
28.58,65.15,5.966,5.24,0.09,468.0,-0.15,0.0,0.1,68.8,81.0,27.001,32.605
28.24,64.48,7.051,5.252,-0.041,2473.0,-0.44,0.0,-0.2,40.8,98.0,24.991,32.381
28.39,64.66,6.192,5.691,0.076,1054.0,0.13,0.0,0.1,26.6,81.0,35.376,32.411
28.24,64.71,7.536,5.197,0.048,2815.0,0.13,0.0,0.0,32.6,81.0,24.465,32.442
28.29,64.82,6.987,4.902,0.143,429.0,-0.43,0.0,-0.1,10.0,98.0,26.13,32.409
28.29,64.87,6.368,5.618,-0.032,1141.0,-0.4,0.0,0.3,37.4,98.0,25.557,32.524
28.42,64.72,8.589,5.339,-0.001,663.0,-0.19,0.0,-0.1,38.8,98.0,29.046,32.62
28.24,64.93,7.858,5.226,0.082,1911.0,0.41,0.0,-0.1,18.8,98.0,31.851,32.391
28.34,64.79,6.034,5.526,0.031,1635.0,-0.48,0.0,-0.1,59.6,81.0,35.175,32.393
28.16,64.98,8.271,5.18,0.078,2564.0,0.13,0.0,-0.1,43.6,81.0,29.882,32.159
28.13,64.76,7.99,5.328,0.076,1288.0,0.49,0.0,0.1,15.4,81.0,26.398,32.196
28.32,64.79,5.994,5.703,0.049,1145.0,0.16,0.0,-0.2,47.6,98.0,33.283,32.301
28.18,64.84,7.405,5.216,0.05,439.0,-0.4,0.0,-0.1,15.4,81.0,24.735,32.302
28.23,64.77,7.613,5.704,0.055,478.0,0.13,0.0,-0.1,10.0,98.0,33.419,32.492
28.3,64.92,7.679,5.507,0.124,2737.0,0.17,0.0,-0.1,59.4,81.0,25.489,32.281
28.25,64.87,7.512,5.314,0.014,1065.0,0.16,0.0,0.1,64.6,98.0,20.502,32.466
28.28,64.63,5.981,5.386,0.088,942.0,0.45,0.0,-0.2,44.8,98.0,35.376,32.441
28.17,64.79,7.502,5.715,0.073,348.0,-0.35,0.0,-0.2,14.8,81.0,33.215,32.303
28.3,64.95,7.828,5.377,0.072,254.0,0.2,0.0,0.0,33.0,98.0,38.793,32.425
28.22,64.92,6.264,5.818,0.02,945.0,-0.35,0.0,0.0,60.2,98.0,23.187,32.25
28.36,65.13,7.973,5.488,0.065,548.0,-0.39,0.0,-0.1,67.2,-81.36,34.907,32.449
28.29,64.92,6.009,4.894,0.062,782.0,0.2,0.0,0.0,10.0,-81.36,26.197,32.443
28.16,64.93,7.842,5.31,0.095,2661.0,0.17,0.0,0.3,33.8,81.0,26.465,32.278
28.27,64.69,6.342,5.396,0.077,509.0,-0.36,0.0,0.1,10.0,-81.36,39.396,32.367
28.18,64.71,6.749,5.337,0.101,1170.0,-0.35,0.0,-0.3,10.0,-81.36,28.743,32.387
28.14,64.97,7.918,5.583,0.045,2112.0,0.0,0.0,0.0,10.0,-81.36,26.465,32.442
28.24,64.72,5.594,5.396,0.04,1228.0,0.0,0.0,-0.2,31.2,98.0,28.743,32.417
28.15,65.01,7.987,5.644,0.082,293.0,-0.11,0.0,-0.1,62.4,98.0,26.465,32.28
28.22,64.77,7.659,5.741,0.054,553.0,-0.3,0.0,-0.3,18.2,98.0,33.215,32.509
28.26,64.51,6.874,5.069,0.104,2019.0,-0.4,0.0,-0.2,15.8,81.0,25.125,32.304
28.3,64.86,5.91,5.162,0.132,2213.0,0.41,0.0,-0.1,13.4,98.0,26.264,32.418
28.2,65.1,7.371,5.453,0.005,1211.0,-0.04,0.0,0.1,64.4,98.0,38.056,32.47
28.23,64.71,6.218,5.705,0.093,1074.0,-0.04,0.0,-0.3,19.6,98.0,33.487,32.499
28.23,64.98,7.851,5.38,0.09,1672.0,-0.43,0.0,0.0,26.6,-81.36,38.793,32.318
28.24,64.58,6.466,5.353,0.051,1124.0,-0.35,0.0,0.0,55.8,81.0,29.882,32.295
28.38,64.85,6.861,5.568,0.039,600.0,0.41,0.0,-0.1,13.2,98.0,25.829,32.49
28.32,64.66,8.365,5.381,0.053,823.0,-0.44,0.0,-0.1,23.8,81.0,29.182,32.402
28.28,64.7,6.066,5.415,0.069,1020.0,-0.35,0.0,-0.3,65.4,98.0,28.542,32.47
28.18,65.01,6.76,5.531,-0.018,556.0,-0.43,0.0,-0.1,27.8,81.0,27.671,32.218
28.31,64.68,6.427,5.433,0.072,991.0,-0.48,0.0,-0.2,12.2,-22.36,39.53,32.406
28.29,64.8,6.049,5.157,0.067,556.0,0.45,0.0,0.2,10.0,-81.36,26.264,32.384
28.2,64.83,7.633,5.27,0.065,1104.0,-0.11,0.0,0.4,49.8,98.0,29.547,32.491
28.3,65.07,6.437,5.345,0.055,792.0,-0.35,0.0,-0.2,28.6,81.0,23.919,32.312
28.2,64.84,8.064,5.382,0.065,2289.0,-0.48,0.0,0.2,51.2,81.0,26.398,32.332
28.26,64.65,7.793,5.178,0.009,2484.0,-0.52,0.0,0.1,66.2,81.0,24.857,32.393
28.23,64.7,7.844,5.53,0.065,808.0,-0.11,0.0,-0.1,62.6,98.0,26.398,32.364
28.22,64.88,7.933,5.421,0.084,569.0,-0.11,0.0,-0.1,10.0,81.0,38.927,32.212
28.19,65.15,6.492,5.31,0.015,1385.0,-0.4,0.0,0.0,70.2,98.0,29.48,32.338
28.23,64.86,7.926,5.455,0.041,599.0,-0.48,0.0,0.4,59.6,-81.36,26.532,32.428
28.23,64.45,6.578,5.135,0.105,2387.0,-0.15,0.0,-0.1,32.8,98.0,25.125,32.406
28.24,64.88,7.976,5.834,0.022,1110.0,0.15,0.0,0.1,37.2,81.0,23.187,32.267
28.35,64.88,6.904,5.894,0.068,955.0,-0.19,0.0,-0.2,28.6,98.0,23.119,32.417
28.21,64.75,5.483,5.222,-0.019,757.0,-0.19,0.0,0.1,66.6,81.0,29.114,32.29
28.19,64.82,7.783,5.436,-0.062,897.0,-0.44,0.0,-0.1,20.2,81.0,26.532,32.326
28.24,65.1,6.357,5.308,0.019,522.0,-0.4,0.0,0.3,29.4,98.0,30.887,32.443
28.33,64.74,7.812,5.347,0.087,939.0,0.15,0.0,-0.1,10.0,-81.36,38.86,32.431
28.21,64.75,6.941,5.46,0.039,711.0,-0.07,0.0,-0.1,63.4,98.0,31.155,32.439
28.22,64.89,7.727,5.582,0.007,1127.0,-0.48,0.0,0.0,10.0,98.0,26.465,32.512
28.3,64.79,6.593,5.553,0.103,1473.0,-0.36,0.0,-0.1,66.2,98.0,25.625,32.579
28.18,64.55,8.299,5.522,0.024,1387.0,-0.48,0.0,0.5,48.6,-81.36,39.664,32.363
28.24,64.88,6.7,5.908,0.102,1056.0,0.15,0.0,0.1,37.6,81.0,23.187,32.338
28.31,64.77,6.891,5.412,0.025,746.0,-0.44,0.0,0.3,57.2,81.0,31.155,32.469
28.28,64.57,7.912,5.527,0.064,1022.0,0.22,0.0,0.1,30.0,98.0,39.731,32.411
28.31,64.67,5.511,5.336,0.086,1015.0,0.45,0.0,0.1,41.8,98.0,28.977,32.512
28.28,64.53,6.956,5.466,0.117,1261.0,-0.15,0.0,-0.1,50.6,81.0,39.731,32.391
28.21,64.95,7.237,5.164,0.025,753.0,-0.3,0.0,-0.1,59.8,81.0,24.12,32.334
28.27,64.93,6.528,5.367,0.058,1278.0,-0.11,0.0,-0.2,10.0,81.0,29.815,32.414
28.32,64.85,6.192,5.313,0.037,912.0,0.0,0.0,0.0,68.6,81.0,273.24,32.43
28.24,65.06,6.736,5.52,0.123,500.0,-0.11,0.0,0.0,30.8,81.0,27.47,32.459
28.29,64.88,6.513,5.342,0.069,1094.0,0.49,0.0,0.3,57.6,81.0,273.24,32.308
28.22,65.04,7.673,5.501,0.054,791.0,-0.3,0.0,-0.2,47.2,81.0,30.887,32.388
28.2,64.72,7.715,5.541,0.04,2528.0,0.45,0.0,0.1,10.0,98.0,26.666,32.568
28.28,64.49,6.666,5.404,0.097,990.0,-0.35,0.0,0.0,39.2,-81.36,29.078,32.356
28.3,64.68,7.791,5.466,0.105,865.0,-0.11,0.0,-0.2,34.4,-22.36,38.994,32.464
28.3,64.56,8.388,5.462,0.077,966.0,-0.015,0.0,0.2,41.6,81.0,39.597,32.428
28.27,64.83,8.453,5.502,0.022,2728.0,0.41,0.0,0.3,55.2,81.0,25.489,32.251
28.24,64.82,6.115,5.436,0.147,1432.0,0.13,0.0,0.1,43.0,81.0,28.542,32.309
28.24,65.11,7.92,5.462,0.06,607.0,-0.11,0.0,-0.1,45.0,81.0,34.974,32.166
28.3,64.95,8.209,5.501,0.06,1201.0,-0.35,0.0,-0.2,27.8,98.0,37.895,32.505
28.21,64.87,7.146,5.44,-0.001,1217.0,0.17,0.0,0.1,29.8,81.0,37.922,32.213
28.21,65.07,8.032,5.387,0.047,1296.0,-0.04,0.0,-0.1,64.2,98.0,24.33,32.435
28.27,64.87,6.407,5.387,0.062,541.0,0.0,0.0,0.0,10.0,81.0,273.24,32.401
28.29,64.65,7.239,5.349,0.039,962.0,-0.35,0.0,0.2,43.8,81.0,275.31,32.264
28.31,64.88,7.972,5.419,0.024,314.0,0.13,0.0,0.4,66.4,81.0,38.86,32.43
28.18,64.49,7.022,5.438,0.053,1714.0,-0.48,0.0,0.4,55.0,81.0,39.798,32.352
28.16,64.85,7.354,5.21,0.005,662.0,-0.4,0.0,-0.1,15.4,81.0,24.6,32.276
28.2,64.78,7.7,5.482,0.085,713.0,-0.48,0.0,0.0,56.6,98.0,26.398,32.355
28.24,64.67,6.19,5.496,0.019,2377.0,-0.4,0.0,-0.2,54.8,81.0,35.309,32.267
28.12,65.08,6.116,5.361,0.073,1779.0,-0.4,0.0,-0.1,15.0,81.0,29.547,32.214
28.31,64.77,6.103,5.503,0.068,1665.0,-0.48,0.0,-0.2,16.4,-81.36,35.242,32.428
28.28,64.83,5.925,5.033,0.06,464.0,-0.3,0.0,0.0,14.8,-81.36,26.398,32.341
28.19,64.8,6.776,5.287,0.04,1804.0,-0.35,0.0,-0.1,67.2,98.0,24.465,32.536
28.21,65.08,7.069,5.383,0.013,865.0,0.16,0.0,-0.2,36.6,81.0,37.989,32.397
28.28,64.61,5.138,5.321,0.094,1227.0,-0.43,0.0,0.3,44.6,81.0,29.182,32.395
28.28,64.74,6.939,5.324,0.044,1210.0,-0.48,0.0,0.4,64.4,98.0,29.046,32.455
28.28,64.78,6.825,5.194,0.137,2507.0,-0.15,0.0,0.1,47.0,81.0,31.579,32.354
28.27,64.6,6.92,5.333,0.035,1018.0,-0.44,0.0,-0.1,52.6,98.0,20.971,32.504
28.29,64.9,7.772,5.525,0.05,389.0,0.45,0.0,0.1,31.0,98.0,38.927,32.586
